# GTOC4 solution, J2000 heliocentric ecliptic frame
# launch MJD 58128.000000, |v_inf| 3999.999 m/s, tau 1200.000 d
# J = 0, K = m_f = 1350.916203 kg, sequence: 2007DC
# MJD x[km] y[km] z[km] vx[km/s] vy[km/s] vz[km/s] m[kg] Tx[N] Ty[N] Tz[N] body
58397.0000000000 -1318282.882600 -266323782.386899 3345063.401929 18.458019778066 -0.530323146230 -0.061676615521 1455.935180 -0.018382671739 -0.002657209858 0.016642378169 -
58398.0000000000 276463.520881 -266362627.862640 3339689.573831 18.457244937152 -0.368884570101 -0.062716865998 1455.861939 -0.018234617764 -0.002729935713 0.016637866422 -
58399.0000000000 1871101.562587 -266387527.023799 3334226.033994 18.455511534819 -0.207491863078 -0.063753284311 1455.789005 -0.018082944678 -0.002795356589 0.016633730342 -
58400.0000000000 3465548.464753 -266398483.833574 3328673.112367 18.452820526264 -0.046145026869 -0.064785897051 1455.716383 -0.017937329071 -0.002870300404 0.016630222185 -
58401.0000000000 5059721.503270 -266395502.298263 3323031.137261 18.449172198291 0.115154942475 -0.065814715483 1455.644055 -0.017787446339 -0.002936768629 0.016627085786 -
58402.0000000000 6653538.001218 -266378586.463917 3317300.435374 18.444567356523 0.276408120561 -0.066839765728 1455.572030 -0.017639582821 -0.003005813978 0.016624489067 -
58403.0000000000 8246915.331110 -266347740.398281 3311481.331592 18.439006339587 0.437613929454 -0.067861063595 1455.500301 -0.017490165398 -0.003070992338 0.016622345746 -
58404.0000000000 9839770.899825 -266302968.202439 3305574.149228 18.432489604392 0.598772175255 -0.068878629671 1455.428867 -0.017342071620 -0.003137599031 0.016620739275 -
58405.0000000000 11432022.142289 -266244274.007772 3299579.210047 18.425017343281 0.759882350311 -0.069892479247 1455.357724 -0.017194921549 -0.003205074666 0.016619668404 -
58406.0000000000 13023586.506973 -266171661.988100 3293496.834501 18.416589677423 0.920943979789 -0.070902627348 1455.286866 -0.017042336623 -0.003260845333 0.016618962696 -
58407.0000000000 14614381.465128 -266085136.326068 3287327.341325 18.407207012996 1.081957334047 -0.071909098787 1455.216306 -0.016896199120 -0.003328221282 0.016618960487 -
58408.0000000000 16204324.488575 -265984701.240839 3281071.047990 18.396868957024 1.242921297279 -0.072911897954 1455.146023 -0.016747068611 -0.003388659521 0.016619406676 -
58409.0000000000 17793333.035348 -265870361.000553 3274728.270948 18.385575583320 1.403835851379 -0.073911044049 1455.076022 -0.016597722984 -0.003447507798 0.016620385702 -
58410.0000000000 19381324.558686 -265742119.888802 3268299.325224 18.373326707047 1.564700656595 -0.074906550934 1455.006301 -0.016447883828 -0.003504149500 0.016621897415 -
58411.0000000000 20968216.492520 -265599982.217165 3261784.524658 18.360122066122 1.725515404704 -0.075898432153 1454.936860 -0.016302876825 -0.003570175826 0.016624111029 -
58412.0000000000 22553926.230421 -265443952.353843 3255184.182369 18.345960988358 1.886279093101 -0.076886690873 1454.867681 -0.016151164870 -0.003620561922 0.016626688025 -
58413.0000000000 24138371.133425 -265274034.689756 3248498.610346 18.330843392789 2.046992198251 -0.077871350043 1454.798781 -0.016000995603 -0.003672948473 0.016629883168 -
58414.0000000000 25721468.530354 -265090233.620252 3241728.119265 18.314768614657 2.207654141107 -0.078852417167 1454.730154 -0.015854638538 -0.003732946650 0.016633781493 -
58415.0000000000 27303135.682704 -264892553.605483 3234873.019383 18.297735760262 2.368264000421 -0.079829894376 1454.661784 -0.015703788676 -0.003781434534 0.016638130145 -
58416.0000000000 28883289.791995 -264680999.136554 3227933.620140 18.279744334918 2.528821980759 -0.080803798502 1454.593682 -0.015556165683 -0.003836299595 0.016643184050 -
58417.0000000000 30461847.993121 -264455574.733257 3220910.230189 18.260793291027 2.689327213424 -0.081774130925 1454.525836 -0.015408781619 -0.003890772815 0.016648859909 -
58418.0000000000 32038727.334047 -264216284.973571 3213803.157863 18.240881663901 2.849779219918 -0.082740897656 1454.458242 -0.015258927919 -0.003937961614 0.016655075135 -
58419.0000000000 33613844.782247 -263963134.459679 3206612.710777 18.220008555016 3.010177918370 -0.083704109303 1454.390905 -0.015108956782 -0.003983439587 0.016661916391 -
58420.0000000000 35187117.217428 -263696127.815728 3199339.195866 18.198172831198 3.170522882059 -0.084663771024 1454.323822 -0.014961003734 -0.004032868876 0.016669470212 -
58421.0000000000 36758461.411802 -263415269.717895 3191982.919852 18.175373137243 3.330813333098 -0.085619882526 1454.256985 -0.014812381038 -0.004079358265 0.016677654819 -
58422.0000000000 38327794.023268 -263120564.892557 3184544.189291 18.151608182242 3.491048887185 -0.086572448070 1454.190391 -0.014662930032 -0.004122250428 0.016686473315 -
58423.0000000000 39895031.594472 -262812018.098328 3177023.310385 18.126876589096 3.651229182281 -0.087521471432 1454.124041 -0.014514719864 -0.004167236290 0.016696013121 -
58424.0000000000 41460090.539625 -262489634.140469 3169420.589253 18.101176761873 3.811353500389 -0.088466950894 1454.057927 -0.014367443052 -0.004213717913 0.016706277653 -
58425.0000000000 43022887.131686 -262153417.885550 3161736.332182 18.074507026736 3.971421140151 -0.089408884233 1453.992044 -0.014216593876 -0.004248336135 0.016717103271 -
58426.0000000000 44583337.506396 -261803374.227299 3153970.845242 18.046865881125 4.131432174119 -0.090347278657 1453.926400 -0.014070561194 -0.004295929115 0.016728829845 -
58427.0000000000 46141357.643962 -261439508.117835 3146124.434768 18.018251227198 4.291385177937 -0.091282120880 1453.860976 -0.013920654933 -0.004330386072 0.016741126839 -
58428.0000000000 47696863.361452 -261061824.566254 3138197.407406 17.988661386413 4.451280256834 -0.092213416966 1453.795782 -0.013774935596 -0.004376646414 0.016754334273 -
58429.0000000000 49249770.306008 -260670328.637578 3130190.070163 17.958094103741 4.611116010827 -0.093141152479 1453.730799 -0.013623242495 -0.004402051964 0.016768039993 -
58430.0000000000 50799993.951801 -260265025.434978 3122102.730250 17.926547630197 4.770892956636 -0.094065337191 1453.666047 -0.013477204851 -0.004444495674 0.016782751285 -
58431.0000000000 52347449.587789 -259845920.115355 3113935.695346 17.894019427409 4.930609333601 -0.094985950434 1453.601502 -0.013328825041 -0.004477696793 0.016798140590 -
58432.0000000000 53892052.299895 -259413017.921389 3105689.274088 17.860507333730 5.090264916592 -0.095902990722 1453.537168 -0.013181747107 -0.004513916146 0.016814381713 -
58433.0000000000 55433716.973642 -258966324.147875 3097363.775700 17.826008871889 5.249858724149 -0.096816445949 1453.473037 -0.013032256639 -0.004539639952 0.016831316088 -
58434.0000000000 56972358.285762 -258505844.140937 3088959.510058 17.790521685948 5.409390549380 -0.097726313157 1453.409116 -0.012883819878 -0.004567200630 0.016849118269 -
58435.0000000000 58507890.696219 -258031583.297527 3080476.787752 17.754043113998 5.568859422451 -0.098632578730 1453.345398 -0.012739414895 -0.004609041171 0.016867961845 -
58436.0000000000 60040228.423007 -257543547.131679 3071915.921009 17.716570216678 5.728263602683 -0.099535218444 1453.281861 -0.012589103805 -0.004625629727 0.016887359490 -
58437.0000000000 61569285.451327 -257041741.207684 3063277.222908 17.678100544573 5.887603667229 -0.100434236767 1453.218528 -0.012444063707 -0.004661882998 0.016907900016 -
58438.0000000000 63094975.521667 -256526171.156767 3054561.007665 17.638630882381 6.046877489385 -0.101329602889 1453.155373 -0.012294779472 -0.004678230709 0.016929098389 -
58439.0000000000 64617212.116757 -255996842.693757 3045767.590926 17.598158478617 6.206085260272 -0.102221314555 1453.092410 -0.012148760605 -0.004706693629 0.016951378043 -
58440.0000000000 66135908.457885 -255453761.600766 3036897.289632 17.556680032854 6.365225231156 -0.103109344060 1453.029623 -0.012002770152 -0.004733740643 0.016974585414 -
58441.0000000000 67650977.485053 -254896933.777845 3027950.422733 17.514192334122 6.524296420465 -0.103993672552 1452.967006 -0.011854148652 -0.004745763361 0.016998569465 -
58442.0000000000 69162331.863195 -254326365.176552 3018927.310433 17.470692226031 6.683298617211 -0.104874289890 1452.904569 -0.011709459525 -0.004774970509 0.017023752952 -
58443.0000000000 70669883.963178 -253742061.851135 3009828.274910 17.426176057716 6.842229655150 -0.105751160518 1452.842290 -0.011562073041 -0.004788175410 0.017049740467 -
58444.0000000000 72173545.852944 -253144029.959525 3000653.640410 17.380640467789 7.001089300181 -0.106624272123 1452.780178 -0.011416965012 -0.004811100291 0.017076873542 -
58445.0000000000 73673229.292676 -252532275.747797 2991403.733131 17.334081693548 7.159875745803 -0.107493591811 1452.718219 -0.011269357276 -0.004817088363 0.017104842019 -
58446.0000000000 75168845.725164 -251906805.551518 2982078.881329 17.286496150415 7.318588726726 -0.108359104866 1452.656422 -0.011125904785 -0.004845074621 0.017134149697 -
58447.0000000000 76660306.261781 -251267625.831170 2972679.415837 17.237879751279 7.477225616422 -0.109220766335 1452.594761 -0.010978941317 -0.004848723793 0.017164245752 -
58448.0000000000 78147521.675842 -250614743.157137 2963205.669968 17.188228757621 7.635786497173 -0.110078563762 1452.533253 -0.010834748792 -0.004867037185 0.017195634623 -
58449.0000000000 79630402.396844 -249948164.194991 2953657.979419 17.137538949179 7.794269082974 -0.110932454420 1452.471877 -0.010689254328 -0.004873400908 0.017228011915 -
58450.0000000000 81108858.495428 -249267895.741583 2944036.682809 17.085806239154 7.952672620766 -0.111782413421 1452.410638 -0.010545254413 -0.004887187857 0.017261639659 -
58451.0000000000 82582799.677218 -248573944.710828 2934342.121591 17.033026264862 8.110995153475 -0.112628400025 1452.349524 -0.010400127193 -0.004888385587 0.017296297932 -
58452.0000000000 84052135.272886 -247866318.136593 2924574.640184 16.979194709301 8.269235861289 -0.113470386311 1452.288539 -0.010257085298 -0.004903007073 0.017332329557 -
58453.0000000000 85516774.227062 -247145023.192785 2914734.586312 16.924306953293 8.427392322038 -0.114308323699 1452.227665 -0.010112988623 -0.004904521271 0.017369437562 -
58454.0000000000 86976625.088528 -246410067.196831 2904822.311146 16.868358452642 8.585463635398 -0.115142181012 1452.166907 -0.009969440002 -0.004905860082 0.017407806827 -
58455.0000000000 88431596.004466 -245661457.579685 2894838.169035 16.811344455157 8.743448073506 -0.115971915815 1452.106258 -0.009826936737 -0.004913418766 0.017447541988 -
58456.0000000000 89881594.705294 -244899201.940601 2884782.518275 16.753260065590 8.901343468030 -0.116797479181 1452.045705 -0.009684244584 -0.004913913584 0.017488511036 -
58457.0000000000 91326528.496722 -244123308.034690 2874655.721063 16.694100347851 9.059148379284 -0.117618829779 1451.985249 -0.009541559784 -0.004907250274 0.017530743076 -
58458.0000000000 92766304.252513 -243333783.743936 2864458.143252 16.633860239028 9.216861309714 -0.118435924287 1451.924888 -0.009399853192 -0.004906496794 0.017574425486 -
58459.0000000000 94200828.401487 -242530637.116116 2854190.154930 16.572534502411 9.374479918802 -0.119248707973 1451.864609 -0.009258560513 -0.004905062788 0.017619509873 -
58460.0000000000 95630006.916424 -241713876.387177 2843852.130801 16.510117817963 9.532002190910 -0.120057128723 1451.804407 -0.009117690880 -0.004902964885 0.017666028540 -
58461.0000000000 97053745.305344 -240883509.970238 2833444.450168 16.446604747303 9.689426040195 -0.120861132243 1451.744273 -0.008976768217 -0.004887190409 0.017713859805 -
58462.0000000000 98471948.602494 -240039546.428237 2822967.496720 16.381989761664 9.846750084083 -0.121660671224 1451.684213 -0.008836922500 -0.004884039761 0.017763351175 -
58463.0000000000 99884521.356366 -239181994.514336 2812421.659141 16.316267145347 10.003971301558 -0.122455677417 1451.624208 -0.008697459140 -0.004880573913 0.017814382893 -
58464.0000000000 101291367.618199 -238310863.212681 2801807.331713 16.249431103381 10.161087366346 -0.123246089440 1451.564250 -0.008558239418 -0.004863968441 0.017866839557 -
58465.0000000000 102692390.933659 -237426161.678762 2791124.913736 16.181475727484 10.318096638096 -0.124031852526 1451.504342 -0.008419689314 -0.004847580717 0.017920917183 -
58466.0000000000 104087494.331549 -236527899.247562 2780374.809759 16.112394961436 10.474996601881 -0.124812899986 1451.444476 -0.008281750839 -0.004831744655 0.017976657806 -
58467.0000000000 105476580.312238 -235616085.475729 2769557.430209 16.042182628882 10.631784641106 -0.125589162376 1451.384642 -0.008144295544 -0.004823336894 0.018034181497 -
58468.0000000000 106859550.837408 -234690730.167285 2758673.191834 15.970832436520 10.788457645717 -0.126360562842 1451.324828 -0.008007475131 -0.004803323980 0.018093304940 -
58469.0000000000 108236307.319194 -233751843.349731 2747722.517563 15.898337956414 10.945013552286 -0.127127035191 1451.265033 -0.007871242696 -0.004785236027 0.018154229482 -
58470.0000000000 109606750.609011 -232799435.267460 2736705.836572 15.824692636749 11.101449403142 -0.127888500992 1451.205247 -0.007735714068 -0.004763193627 0.018216929302 -
58471.0000000000 110970780.986392 -231833516.409213 2725623.584756 15.749889791084 11.257762499394 -0.128644883094 1451.145464 -0.007600665494 -0.004744329239 0.018281532370 -
58472.0000000000 112328298.148177 -230854097.519290 2714476.205020 15.673922617494 11.413949623746 -0.129396096479 1451.085674 -0.007466977993 -0.004710059371 0.018347867882 -
58473.0000000000 113679201.195653 -229861189.576308 2703264.147183 15.596784131702 11.570008569060 -0.130142066045 1451.025877 -0.007332644109 -0.004699827265 0.018416442766 -
58474.0000000000 115023388.626175 -228854803.855295 2691987.868867 15.518467337943 11.725934680702 -0.130882686253 1450.966049 -0.007200905617 -0.004656690820 0.018486642977 -
58475.0000000000 116360758.318628 -227834951.891337 2680647.835248 15.438964915328 11.881726592938 -0.131617887879 1450.906201 -0.007068153171 -0.004639413626 0.018559202232 -
58476.0000000000 117691207.522907 -226801645.493175 2669244.519376 15.358269624617 12.037379336490 -0.132347557757 1450.846307 -0.006937332970 -0.004604209641 0.018633663679 -
58477.0000000000 119014632.850062 -225754896.790868 2657778.402918 15.276373916758 12.192890442170 -0.133071609677 1450.786370 -0.006806465830 -0.004577829686 0.018710391135 -
58478.0000000000 120330930.258147 -224694718.201371 2646249.975935 15.193270225013 12.348255737592 -0.133789935514 1450.726373 -0.006677753832 -0.004536070339 0.018789159915 -
58479.0000000000 121639995.039890 -223621122.444733 2634659.737261 15.108950714798 12.503472378633 -0.134502440279 1450.666316 -0.006548644915 -0.004505725871 0.018870336471 -
58480.0000000000 122941721.811725 -222534122.560666 2623008.194893 15.023407565616 12.658535809206 -0.135209006911 1450.606181 -0.006420869678 -0.004469198955 0.018953776219 -
58481.0000000000 124236004.503947 -221433731.942387 2611295.866580 14.936632714836 12.813442401910 -0.135909526714 1450.545963 -0.006294421156 -0.004428102581 0.019039558653 -
58482.0000000000 125522736.344204 -220319964.305942 2599523.279677 14.848617959972 12.968188310726 -0.136603886014 1450.485653 -0.006169177800 -0.004384140095 0.019127766007 -
58483.0000000000 126801809.845660 -219192833.709468 2587690.971581 14.759354964291 13.122769462338 -0.137291965997 1450.425242 -0.006043088239 -0.004351599217 0.019218626360 -
58484.0000000000 128073116.800307 -218052354.605362 2575799.490556 14.668835370562 13.277180803068 -0.137973634021 1450.364712 -0.005919391036 -0.004307300303 0.019311940383 -
58485.0000000000 129336548.263531 -216898541.828722 2563849.395819 14.577050484757 13.431418527249 -0.138648769074 1450.304059 -0.005798124792 -0.004253382042 0.019407801911 -
58486.0000000000 130591994.533197 -215731410.554817 2551841.257298 14.483991465399 13.585478565585 -0.139317244322 1450.243276 -0.005675937167 -0.004210629192 0.019506519301 -
58487.0000000000 131839345.145573 -214550976.370013 2539775.656681 14.389649524335 13.739355470609 -0.139978914324 1450.182345 -0.005555430375 -0.004162630376 0.019607977937 -
58488.0000000000 133078488.864572 -213357255.295282 2527653.187937 14.294015570784 13.893044628831 -0.140633640230 1450.121259 -0.005436320774 -0.004111813491 0.019712281188 -
58489.0000000000 134309313.662967 -212150263.762798 2515474.457311 14.197080382023 14.046541134562 -0.141281276802 1450.060005 -0.005318168283 -0.004060698391 0.019819535688 -
58490.0000000000 135531706.711350 -210930018.641586 2503240.083876 14.098834611458 14.199839780464 -0.141921672215 1449.998572 -0.005201693190 -0.004005809043 0.019929782348 -
58491.0000000000 136745554.364382 -209696537.248333 2490950.699943 13.999268718244 14.352935410740 -0.142554671982 1449.936948 -0.005086393338 -0.003949948732 0.020043136137 -
58492.0000000000 137950742.147106 -208449837.359268 2478606.951472 13.898373038874 14.505822542832 -0.143180114542 1449.875122 -0.004971617362 -0.003896013546 0.020159715574 -
58493.0000000000 139147154.744677 -207189937.238826 2466209.498699 13.796137794836 14.658495357574 -0.143797831048 1449.813079 -0.004859435299 -0.003834962141 0.020279506673 -
58494.0000000000 140334675.985371 -205916855.638186 2453759.016421 13.692552929205 14.810948406183 -0.144407653268 1449.750810 -0.004746312459 -0.003782053449 0.020402773701 -
58495.0000000000 141513188.830900 -204630611.826021 2441256.194661 13.587608439409 14.963175157612 -0.145009397006 1449.688297 -0.004638774695 -0.003710643359 0.020529309523 -
58496.0000000000 142682575.355157 -203331225.574324 2428701.738830 13.481293776435 15.115170491181 -0.145602890202 1449.625533 -0.004530158463 -0.003648250154 0.020659523125 -
58497.0000000000 143842716.730908 -202018717.176207 2416096.370270 13.373598629628 15.266927463916 -0.146187936216 1449.562502 -0.004422401135 -0.003586495114 0.020793420171 -
58498.0000000000 144993493.228186 -200693107.511130 2403440.827334 13.264512412903 15.418439445014 -0.146764337865 1449.499188 -0.004317776429 -0.003517368307 0.020931014232 -
58499.0000000000 146134784.189580 -199354418.019096 2390735.865454 13.154024243489 15.569700088931 -0.147331896962 1449.435580 -0.004213626434 -0.003450760681 0.021072524384 -
58500.0000000000 147266468.017244 -198002670.722318 2377982.257762 13.042123234678 15.720702263254 -0.147890402068 1449.371661 -0.004112159327 -0.003379041639 0.021217975466 -
58501.0000000000 148388422.159978 -196637888.248314 2365180.795727 12.928798204598 15.871439087826 -0.148439640080 1449.307418 -0.004010385710 -0.003312313021 0.021367595864 -
58502.0000000000 149500523.101064 -195260093.854009 2352332.289825 12.814037984889 16.021902872276 -0.148979384098 1449.242833 -0.003912322104 -0.003237568462 0.021521357382 -
58503.0000000000 150602646.341333 -193869311.436466 2339437.570075 12.697831001930 16.172086488005 -0.149509408732 1449.177894 -0.003816705959 -0.003159500096 0.021679435216 -
58504.0000000000 151694666.377705 -192465565.530175 2326497.486426 12.580165590402 16.321982307421 -0.150029477983 1449.112585 -0.003720560549 -0.003087048661 0.021842056187 -
58505.0000000000 152776456.699631 -191048881.361362 2313512.909807 12.461030094410 16.471581944700 -0.150539342167 1449.046887 -0.003625900769 -0.003013904348 0.022009279624 -
58506.0000000000 153847889.777006 -189619284.874483 2300484.732881 12.340412568846 16.620877158977 -0.151038747917 1448.980784 -0.003537961821 -0.002925827372 0.022181080249 -
58507.0000000000 154908837.026840 -188176802.699533 2287413.870143 12.218300586305 16.769860321085 -0.151527443231 1448.914262 -0.003446203171 -0.002852441929 0.022357930252 -
58508.0000000000 155959168.812178 -186721462.212460 2274301.259082 12.094682176728 16.918521791674 -0.152005147821 1448.847300 -0.003361649152 -0.002763590899 0.022539634434 -
58509.0000000000 156998754.426028 -185253291.555133 2261147.860907 11.969544540574 17.066853479377 -0.152471592921 1448.779884 -0.003273421621 -0.002688365242 0.022726668140 -
58510.0000000000 158027462.076070 -183772319.654511 2247954.661277 11.842875353966 17.214845301035 -0.152926481307 1448.711991 -0.003192910677 -0.002597362099 0.022918854420 -
58511.0000000000 159045158.868352 -182278576.244338 2234722.671080 11.714661439868 17.362488663059 -0.153369526212 1448.643606 -0.003113425662 -0.002508215082 0.023116549825 -
58512.0000000000 160051710.780121 -180772091.857927 2221452.926903 11.584889845485 17.509773649297 -0.153800419521 1448.574710 -0.003029909686 -0.002432467400 0.023320047646 -
58513.0000000000 161046982.674951 -179252897.927057 2208146.492714 11.453547744121 17.656689376831 -0.154218835557 1448.505280 -0.002954264882 -0.002341838491 0.023529199151 -
58514.0000000000 162030838.269918 -177721026.763214 2194804.460236 11.320621422975 17.803226363783 -0.154624457457 1448.435299 -0.002884189306 -0.002242907336 0.023744252784 -
58515.0000000000 163003140.095604 -176176511.526683 2181427.949214 11.186097129591 17.949374442574 -0.155016953503 1448.364746 -0.002806663312 -0.002164535712 0.023965713220 -
58516.0000000000 163963749.520261 -174619386.343559 2168018.109354 11.049961710622 18.095121422714 -0.155395961850 1448.293599 -0.002741658978 -0.002062704541 0.024193271854 -
58517.0000000000 164912526.716541 -173049686.293066 2154576.120829 10.912200643304 18.240457430238 -0.155761139057 1448.221837 -0.002670721844 -0.001977675429 0.024427573482 -
58518.0000000000 165849330.642175 -171467447.424955 2141103.195148 10.772800327269 18.385369871711 -0.156112103236 1448.149438 -0.002606286482 -0.001882863897 0.024668517735 -
58519.0000000000 166774019.040055 -169872706.822568 2127600.576554 10.631746241477 18.529847413468 -0.156448478521 1448.076379 -0.002545240600 -0.001785370308 0.024916389263 -
58520.0000000000 167686448.398736 -168265502.581179 2114069.542499 10.489023871394 18.673877963328 -0.156769872124 1448.002638 -0.002486867938 -0.001686791459 0.025171417626 -
58521.0000000000 168586473.946818 -166645873.859735 2100511.404955 10.344618565840 18.817448989917 -0.157075877644 1447.928190 -0.002427485352 -0.001594165967 0.025433900547 -
58522.0000000000 169473949.648777 -165013860.933225 2086927.511776 10.198515713953 18.960547188679 -0.157366071022 1447.853011 -0.002374622300 -0.001493238270 0.025703902699 -
58523.0000000000 170348728.179553 -163369505.205004 2073319.247610 10.050700076147 19.103159743033 -0.157640024478 1447.777076 -0.002318701276 -0.001401953159 0.025981859081 -
58524.0000000000 171210660.914325 -161712849.248058 2059688.035183 9.901156805050 19.245272393128 -0.157897284436 1447.700359 -0.002270169452 -0.001301222182 0.026267794258 -
58525.0000000000 172059597.910790 -160043936.834659 2046035.336466 9.749870250790 19.386871635823 -0.158137396050 1447.622834 -0.002225088885 -0.001198679605 0.026562041828 -
58526.0000000000 172895387.876927 -158362812.940323 2032362.653576 9.596824819781 19.527943119722 -0.158359884796 1447.544475 -0.002179128858 -0.001101748370 0.026864941296 -
58527.0000000000 173717878.176888 -156669523.817008 2018671.530496 9.442004998715 19.668471647146 -0.158564256146 1447.465253 -0.002140011704 -0.000997376211 0.027176608243 -
58528.0000000000 174526914.806893 -154964117.013904 2004963.554220 9.285394635829 19.808442385411 -0.158750008979 1447.385141 -0.002097097338 -0.000903331154 0.027497515687 -
58529.0000000000 175322342.387443 -153246641.425849 1991240.356244 9.126978037748 19.947839016054 -0.158916614277 1447.304109 -0.002064389221 -0.000796847060 0.027827685233 -
58530.0000000000 176104004.139422 -151517147.317667 1977503.613811 8.966738499443 20.086646143017 -0.159063542117 1447.222127 -0.002031021124 -0.000695733408 0.028167607552 -
58531.0000000000 176871741.860869 -149775686.349609 1963755.051198 8.804659789927 20.224846858810 -0.159190233711 1447.139165 -0.002001631811 -0.000592614040 0.028517496258 -
58532.0000000000 177625395.928004 -148022311.643508 1949996.441490 8.640725228007 20.362424235968 -0.159296117995 1447.055191 -0.001971266692 -0.000495054445 0.028877743943 -
58533.0000000000 178364805.281145 -146257077.823573 1936229.608103 8.474918256571 20.499360422664 -0.159380600995 1446.970174 -0.001947951626 -0.000391137161 0.029248529985 -
58534.0000000000 179089807.402013 -144480041.046544 1922456.426211 8.307221669322 20.635637793306 -0.159443078603 1446.884079 -0.001926684488 -0.000288532196 0.029630266629 -
58535.0000000000 179800238.291335 -142691259.033229 1908678.824217 8.137618390574 20.771237766045 -0.159482922738 1446.796874 -0.001908943212 -0.000185162597 0.030023264437 -
58536.0000000000 180495932.463505 -140890791.126555 1894898.785565 7.966091090530 20.906141371429 -0.159499487472 1446.708522 -0.001889418560 -0.000088376848 0.030427951921 -
58537.0000000000 181176722.942239 -139078698.349961 1881118.350577 7.792622593057 21.040328675840 -0.159492102051 1446.618989 -0.001879894553 0.000017836845 0.030844498472 -
58538.0000000000 181842441.229872 -137255043.431038 1867339.617931 7.617194857557 21.173780162592 -0.159460086438 1446.528238 -0.001868203639 0.000116835911 0.031273459453 -
58539.0000000000 182492917.294589 -135419890.850372 1853564.746455 7.439790412380 21.306474767332 -0.159402728335 1446.436230 -0.001859280768 0.000215374215 0.031715131077 -
58540.0000000000 183127979.575593 -133573306.915535 1839795.957242 7.260391336689 21.438391260612 -0.159319298731 1446.342927 -0.001854794146 0.000315411915 0.032169874397 -
58541.0000000000 183747454.952876 -131715359.788363 1826035.535257 7.078979459128 21.569507946487 -0.159209048118 1446.248290 -0.001860119441 0.000423264947 0.032638009710 -
58542.0000000000 184351168.716174 -129846119.514691 1812285.831000 6.895536140172 21.699802907292 -0.159071209005 1446.152276 -0.001855393168 0.000514520513 0.033120226448 -
58543.0000000000 184938944.589831 -127965658.123494 1798549.263009 6.710043784209 21.829252151928 -0.158904973958 1446.054845 -0.001857879418 0.000610525599 0.033616691133 -
58544.0000000000 185510604.727374 -126074049.688637 1784828.319956 6.522483626161 21.957832333316 -0.158709526940 1445.955953 -0.001865026403 0.000707790508 0.034127869355 -
58545.0000000000 186065969.661827 -124171370.338050 1771125.562161 6.332836920281 22.085519247954 -0.158484025541 1445.855556 -0.001879321429 0.000808902180 0.034654166278 -
58546.0000000000 186604858.294600 -122257698.312772 1757443.623705 6.141084644425 22.212288181912 -0.158227604695 1445.753607 -0.001887163560 0.000898505077 0.035196209802 -
58547.0000000000 187127087.913390 -120333114.058124 1743785.214961 5.947208467291 22.338112821080 -0.157939363490 1445.650061 -0.001906973430 0.000997157294 0.035754213555 -
58548.0000000000 187632474.169472 -118397700.270025 1730153.124616 5.751188841128 22.462967379415 -0.157618390041 1445.544868 -0.001925742779 0.001090271538 0.036328817069 -
58549.0000000000 188120831.054025 -116451541.940887 1716550.221714 5.553006886675 22.586824480254 -0.157263736166 1445.437981 -0.001938189910 0.001172721204 0.036920560050 -
58550.0000000000 188591970.936255 -114494726.473437 1702979.458526 5.352643938794 22.709655702775 -0.156874423490 1445.329349 -0.001971858601 0.001272952702 0.037529588193 -
58551.0000000000 189045704.497461 -112527343.685063 1689443.872137 5.150079592044 22.831433569680 -0.156449467136 1445.218918 -0.001989325036 0.001352401585 0.038156861607 -
58552.0000000000 189481840.748797 -110549485.900182 1675946.587103 4.945295592513 22.952127521799 -0.155987827195 1445.106637 -0.002026894709 0.001447733380 0.038802444722 -
58553.0000000000 189900187.027138 -108561248.023102 1662490.817889 4.738271439201 23.071708395237 -0.155488462433 1444.992448 -0.002055316221 0.001529738424 0.039467206029 -
58554.0000000000 190300548.970647 -106562727.588490 1649079.871048 4.528988312728 23.190144462520 -0.154950282387 1444.876297 -0.002086688398 0.001610582608 0.040151523208 -
58555.0000000000 190682730.557708 -104554024.876903 1635717.148204 4.317426613361 23.307403885227 -0.154372176889 1444.758127 -0.002125304695 0.001694015254 0.040855881884 -
58556.0000000000 191046534.060119 -102535242.947042 1622406.148022 4.103566438418 23.423454189382 -0.153753009804 1444.637877 -0.002158662198 0.001768549174 0.041580963976 -
58557.0000000000 191391760.060802 -100506487.730964 1609150.468949 3.887388598264 23.538261332294 -0.153091607490 1444.515488 -0.002208572111 0.001853679835 0.042327074935 -
58558.0000000000 191718207.427286 -98467868.090541 1595953.811479 3.668872576368 23.651791533132 -0.152386781522 1444.390895 -0.002245742400 0.001923427641 0.043095091718 -
58559.0000000000 192025673.329654 -96419495.913317 1582819.980889 3.447999598821 23.764008530151 -0.151637294734 1444.264036 -0.002292586556 0.001997530528 0.043885328020 -
58560.0000000000 192313953.258099 -94361486.209737 1569752.889992 3.224749555606 23.874876291854 -0.150841895148 1444.134846 -0.002337387874 0.002065835022 0.044698475057 -
58561.0000000000 192582840.996313 -92293957.171514 1556756.561376 2.999103056866 23.984357205181 -0.149999293637 1444.003257 -0.002394826321 0.002140319670 0.045534948402 -
58562.0000000000 192832128.616150 -90217030.252126 1543835.129897 2.771039869302 24.092413375339 -0.149108180675 1443.869198 -0.002444753857 0.002204574104 0.046395528041 -
58563.0000000000 193061606.495482 -88130830.265599 1530992.845362 2.540541016530 24.199004902521 -0.148167204813 1443.732602 -0.002493550572 0.002264114529 0.047280717487 -
